project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance,SFD Official Loan,source_triangulation,field_completeness,Total Health of Record Score (triangulation + completeness)
32901,Saudi Arabia,Saudi Medical Team of 60 Arrives in Rawalpindi,2010,FALSE,"On December 1, 2010 a third group of medical professionals arrived in Rawalpindi, Pakistan to join 60 medical professionals in operating a Saudi field hospital and providing medical and therapeutic services to Pakistani flood victims. ",700,Emergency Response,,Implementation,2,Free-standing technical assistance,Pakistan,"https://web.archive.org/web/20110106023926/http://saudiembassy.net/latest_news/news12011002.aspx, Government Source (Donor/Recipient)",1,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-04 12:04,Rawalpindi,,1,,3,5,8
33093,Saudi Arabia,"Saudi Arabia sends rescue team to Pakistan for flood relief (linked to project ID #33173, #32451)",2010,FALSE,"In addition to providing needed medical supplies and clinics, King Abdullah issued a directive sending rescue teams from the Saudi Civil Defense and Border Guards to Pakistan to participate in rescue operations. The first rescue team left the Kingdom today (August 24) and the second team is leaving tomorrow. ",700,Emergency Response,,Pipeline: Commitment,11,Free-standing technical assistance,Pakistan,"http://www.tradearabia.net/news/ECO_184903.html, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=TRADAR0020100825e68o00018&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=TRADAR0020100825e68o00018&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-11 11:39,,,1,,1,5,6
32469,Saudi Arabia,Saudi Arabia Launches 2 Month Relief Plan to Send Aid in 1000 Truckloads,2010,FALSE,"Saudi Arabia distributed 1,000 truckloads of relief supplies to Pakistani flood victims starting Aug. 30, 2010 as a part of a 2-month-long relief program with trucks carrying foodstuffs such as rice, flour, cooking oil and milk, beans and lentils. In the first phase, 80 trucks were scheduled to reach the flood-affected areas of the Punjab and Kashmir. About 8,000 families in the Punjab were to receive 160 tons of flour, 40 tons of rice, 40 tons of lentils, 16 tons of milk and 40,000 liters of cooking oil. Around 12,000 families in Kashmir will get 240 tons of flour, 60 tons of rice, 24 tons of lentils, 24 tons of beans, 25 tons of milk and 60,000 liters of cooking oil. ",700,Emergency Response,,Pipeline: Pledge,12,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMDAIP0020100901e68u00010&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020100901e691002ut&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20110106021339/http://saudiembassy.net/latest_news/news08301001.aspx, Government Source (Donor/Recipient); https://web.archive.org/web/20110106024035/http://saudiembassy.net/latest_news/news10221003.aspx, Government Source (Donor/Recipient); http://www.arabnews.com/node/353885, Media Report, including Wikileaks; http://www.arabnews.com/node/353944, Media Report, including Wikileaks; http://www.arabnews.com/node/354015, Media Report, including Wikileaks",7,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PMDAIP0020100901e68u00010&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020100901e691002ut&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-05 8:11,"Runjab, Kashmir, Peshawar",,1,,7,4,11
32726,Saudi Arabia,Saudi Government Donates Artifacts to Lok Virsa Museum in Islamabad,2013,FALSE,"On May 16, 2013, a ceremony inaugurated the opening of a cultural diorama exhibit on Saudi Arabia at the Pakistan National Museum of Ethnology, for which Saudi Arabia had donated artifacts through its Islamabad mission. The ceremony was attended by Saudi Ambassador Dr. Abdul Aziz Bin Ibrahim Al-Ghadeer and Religious Affairs Federal Minister Shahzada Jamal Nazir, who acknowledged the brotherly relations between the two countries. The number and financial value of the artifacts donated is unknown. ",160,Other Social infrastructure and services,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PAKBNK0020130517e95g0001a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.pakistantoday.com.pk/2013/05/16/city/islamabad/lok-virsa-inaugurates-arabian-culture-exhibit/, Media Report, including Wikileaks; http://www.pakistanpressfoundation.org/2013/05/lok-virsa-creates-cultural-diorama-on-saudi-arabia/, Media Report, including Wikileaks",3,,,,,"Lok Virsa (Pakistan National Institute of Folk & Traditional Heritage), Academic, Training and Research",1,Checked,1,OOF-like,3,Representational,3,Active,1,"https://global.factiva.com/aa/?ref=PAKBNK0020130517e95g0001a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,16-May-13,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-05 8:12,Islamabad,"Dr. Abdul Aziz Bin Ibrahim Al-Ghadeer, Saudi Ambassador to Pakistan ; Khalid Javaid , Executive Director of Lok Virsa ",1,,2,6,8
32372,Saudi Arabia,Saudi Embassy staff donates to flood relief,2010,FALSE,"On August 6, 2010 staff members of the Saudi Embassy both Pakistani and Saudi Arabian donated one day of salary for the relief of the flood victims. The donation, a personal initiative of Saudi Ambassador to Pakistan Abdul Aziz Ibrahim Al-Ghadeer, would be contributed to Pakistanis displaced by the recent floods.",700,Emergency Response,,Pipeline: Pledge,12,Grant,Pakistan,"https://global.factiva.com/aa/?ref=AIWBUR0020100803e6840004g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://pakobserver.net/JassimTaqui%20Diplomatic%20Focus.asp, Media Report, including Wikileaks",2,,,,,,,Checked,1,OOF-like,3,Representational,3,Active,1,"https://global.factiva.com/aa/?ref=AIWBUR0020100803e6840004g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-03 16:36,,"Abdul Aziz Ibrahim Al-Ghadeer, Saudi Ambassador to Pakistan ",1,,1,4,5
32489,Saudi Arabia,Saudi Arabia sends sacrificial meat for Eid to the needy in Pakistan,2011,FALSE,"In November 2011, Saudi Arabia's ambassador to Pakistan helped distribute sacrificial meat for Eid al-Adha to needy areas in Khyber Pakhtunkhwa. The Saudi charity International Islamic Relief Organization arranged camps for the distribution of meat and some local NGOs assisted the embassy with the project. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMPLUN0020111110e7ba000id&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20120601065203/http://saudiembassy.net/latest_news/news11071101.aspx, Government Source (Donor/Recipient)",2,,"International Islamic Relief Organization (IIRO), Regional NGO",,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=PMPLUN0020111110e7ba000id&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-07 8:54,Khyber Pakhtunkhwa,"Abdul Aziz bin Ibrahim al-Ghadeer , Saudi Ambassador to Pakistan ",1,,3,7,10
32375,Saudi Arabia,Saudi Dates Donated to Pakistan,2010,FALSE,"On August 5, 2010 the Saudi Embassy in Pakistan donated 150 tons of high quality dates to the Pakistani government to assist in flood relief. Under directives of the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz, Saudi Embassy representative Saleh Al-Mughairy and representative of the Ministry of Finance Mohammed bin Saad Al-Hagbani handed over the dates to Pakistani officials at the delivery ceremony in Islamabad. The donation was part of larger humanitarian aid to Pakistan for flood relief. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=SAUDPA0020100808e68500012&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=2010080780345, Media Report, including Wikileaks; http://www.arabnews.com/node/352036, Media Report, including Wikileaks; http://www.saudiembassy.net/latest_news/news08051002.aspx, Government Source (Donor/Recipient)",4,,,,,,,Checked,1,ORA-2,16,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020100808e68500012&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-11 11:47,,"Saleh Al-Mughairy, Representative of Saudi Embassy ; Mohammed bin Saad Al-Hagbani, Representative of Ministry of Finance ",1,,5,6,11
32478,Saudi Arabia,Saudi donates 150 tons of dates to the Pakistani government,2011,FALSE,"In June 2011, Saudi Arabia handed over 150 tons of dates to Pakistan. Councilor Jassim Bin Mohammed Al-Khaldi, Deputy Chief of the Saudi Diplomatic Mission, handed the dates to the Pakistani government, represented by Assistant Undersecretary of the Cabinet of Pakistan Taher Shahbaz. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=SAUDPA0020110623e76m00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20120601064800/http://saudiembassy.net/latest_news/news06221102.aspx, Government Source (Donor/Recipient)",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020110623e76m00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-23 18:20,,"Jassim Bin Mohammed Al-Khaldi, Deputy Chief of the Saudi Diplomatic Mission ; Taher Shahbaz, Assistant Undersecretary of the Cabinet of Pakistan ",1,,3,6,9
32420,Saudi Arabia,2500 dates to Pakistan for flood relief,2010,FALSE,In August 2010 Saudi Arabia sent 2500 tons of dates to Pakistani officials in Islamabad for flood relief. This and other recent donations make Saudi aid commitments the largest of any of Pakistan's allies or Western states. The financial details of this project are unknown. ,700,Emergency Response,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=ALARAB0020100819e68i000jh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.alarabiya.net/articles/2010/08/19/117099.html, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=ALARAB0020100819e68i000jh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-18 14:40,,,1,,1,6,7
32834,Saudi Arabia,KSA Provides WAMY with School Supplies for Orphans,2013,FALSE,"In April 2013 the Custodian of the Two Holy Mosques Campaign to Support the People of Pakistan has provided the World Assembly of Muslim Youths (WAMY) with 1,478 school bags to be distributed at orphans' schools in Pakistan. The donation came in accordance with a memorandum of understanding signed by the Campaign and the WAMY office in Pakistan. ",110,Education,,Completion,3,Grant,Pakistan,"https://web.archive.org/web/20130922162711/http://www.saudiembassy.net/latest_news/news04181302.aspx, Government Source (Donor/Recipient); http://www.alriyadh.com:8080/en/article/827358/King-Campaign-For-Helping-Pakistan-Supports-WAMY, Media Report, including Wikileaks",2,,"World Assembly of Muslim Youth, International NGO",,,,,Checked,1,ORA-2,16,Development,1,Active,1,,,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-18 15:32,,"Dr. Mohammed bin Omar Badhah, Assistant Secretary General (World Assembly of Muslim Youth)",1,,3,7,10
32692,Saudi Arabia,Pakistan Receives Gift of Saudi Dates,2013,FALSE,"The Government of the Kingdom of Saudi Arabia provided 200 tons of Dates to the Government of Pakistan as a gift on April 11, 2013. The aid was given by Khalid al-Khalid, Deputy Head of Mission for the Saudi Embassy in Islamabad to Omar Hamid Khan, Sr. JS/Director General (ERC), Cabinet Division. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMPLUN0020130411e94b000ha&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://pakobserver.net/detailnews.asp?id=238400, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=PMPLUN0020130411e94b000ha&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,11-Apr-13,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-04 14:01,,"Jassim Mohammad Khalid Al-Khalid, Deputy Head of Mission ; Mr. Omar Hamid Khan, JS/Director General (ERC) ",1,,1,6,7
32530,Saudi Arabia,Pakistan Receives Saudi Dates for Flood Affected People,2010,FALSE,"On November 23, 2010 the Saudi Embassy in Islamabad handed over 350 dates to the Pakistani government for Pakistan's flood victims. The dates were given by Acting Charge D'affaires of the Saudi Embassy Mohammed bin Nafie Al-Madani as a gift from the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz Al Saud. ",700,Emergency Response,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=SAUDPA0020101124e6bn00006&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.saudiembassy.net/latest_news/news11231002.aspx, Government Source (Donor/Recipient)",2,,,,,,,Checked,1,ORA-2,16,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020101124e6bn00006&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-11 11:43,Islamabad,,1,,3,6,9
32868,Saudi Arabia,Saudi Aircraft Delivers 100 Tons of Dates from Crown Prince Sultan bin Abdulaziz,2010,FALSE,In August 2010 Saudi Arabian Airlines delivered 100 tons of dates to flood victims in Pakistan. The Saudi Embassy in Pakistan is to oversee the distribution of the aid. ,700,Emergency Response,,Completion,3,Grant,Pakistan,"https://web.archive.org/web/20110106025728/http://saudiembassy.net/latest_news/news08271002.aspx, Government Source (Donor/Recipient)",1,,,,,,,Checked,1,ORA-2,16,Development,1,Active,1,,,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-11 14:02,,"Pakistan Abdulaziz Al-Ghadeer, Saudi Ambassador to Pakistan ",1,,3,6,9
32772,Saudi Arabia,Saudi Arabia Distributes Ramadan Rations to 1000 Families,2013,FALSE,"On July 14, 2013, the Helping Hand and King Abdullah Relief Committee in coordination with Ghousia Foundation Umerkot provided Ramadan rations to 1000 Pakistani families. The rations included enough to eat for one month, though the financial value of the food is unknown.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PAPRIN0020130715e97e0008j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=PAPRIN0020130715e97e0008j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-21 11:32,,,1,,0,6,6
32564,Saudi Arabia,Saudi Embassy Hands Over 200 Tons of Dates to Pakistan,2012,FALSE,"In 2012, Saudi Arabia granted 200 tons of luxury dates to Pakistan. The grant is for support of the Pakistani people. The grant appears to be part of an annually recurring donation of dates to the Pakistani people. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PAKBNK0020120308e838000hj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.saudiembassy.net/files/PDF/Publications/Focus/2012/12-FOCUS-03-13.pdf, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=PAKBNK0020120308e838000hj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-21 13:42,,"Muhammad Saad Haqbani and Faisal Otaibi, Representatives of Finance Ministry Saudi Arabia ; Muhammad Al Madani and Badar Al-Otaibi, first secretaries (Saudi embassy in Pakistan) ",1,,1,6,7
32844,Saudi Arabia,Saudi School in Pakistan Holds Charity Bazaar for Pakistani Orphans,2012,FALSE,"In 2012, an Islamabad-based Saudi school held a charity bazaar for Pakistani orphans. The event was held at Al-Bayt Al-Saudi and was organized by the wife of the Saudi Ambassador to Pakistan, Al-Joharah bint Abdullah Al-Arifi. The proceeds and their allocations are unknown. ",160,Other Social infrastructure and services,,Completion,3,Grant,Pakistan,"http://web.archive.org/web/20121016054123/http://saudiembassy.net/latest_news/news04121205.aspx, Government Source (Donor/Recipient); http://www.saudiembassy.net/files/PDF/Publications/Focus/2012/12-FOCUS-04-17.pdf, Media Report, including Wikileaks; http://www.highbeam.com/doc/1G1-286276990.html, Media Report, including Wikileaks; http://www.aleqt.com/2012/04/13/article_646473.html, Media Report, including Wikileaks",4,,,,,,,Checked,1,ORA-2,16,Development,1,Active,1,,,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-21 13:59,,"Zumurak Khan, Chairman of the Pakistani Exchequer Committee ; Al-Joharah bint Abdullah Al-Arifi, Wife of Saudi Ambassador to Pakistan ",1,,5,6,11
32773,Saudi Arabia,Saudi Arabia Sends 25 Truckloads of Relief Goods to Pakistan,2013,FALSE,"On July 6, 2013, Saudi Arabia dispatched 25 food trucks to 25 districts of Pakistan in honor of the Ramadan holiday. The food will go to 8 thousand families affected by earthquakes, flooding and poverty across Pakistan. Each package contains 10 kilogram wheat flour; 5 kilo rice; 2 kilo each of sugar and pulse; one kilo each of dates and Basen and 2.5 litre of ghee, though the financial value of the aid is unknown.",520,Developmental Food Aid/Food Security Assistance,,Implementation,2,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PAPRIN0020130708e9760000f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://pakobserver.net/201307/07/detailnews.asp?id=211878, Media Report, including Wikileaks",2,,"International Islamic Relief Organization (IIRO), Regional NGO","International Islamic Relief Organization (IIRO), Regional NGO",1,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=PAPRIN0020130708e9760000f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-21 10:39,BadinŠ—_ BahawalpurŠ—_ WazirabadŠ—_ FaisalabadŠ—_ MansehraŠ—_ BatagramŠ—_ RajanpurŠ—_ MuzaffarabadŠ—_ Bagh and Islamabad,"Sardar Muhammad Yousaf, Minister for Religious Affairs and Interfaith Harmony ",1,,1,7,8
