project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance
31650,Qatar,Disbursement of Annual Higher Education Grant,2010,FALSE,"On November 27, 2010 Qatar's ambassador to Yemen Abdul Aziz Jassim al-Buainain offered an annual financial grant of $600,000 to support scholarship of Yemeni students abroad. Articles from previous years (2008) suggest that the fund is disbursed annually in a consistent fashion. ",110,Education,,Completion,3,Monetary Grant (excluding debt forgiveness),Yemen,"http://global.factiva.com/aa/?ref=BBCMEP0020101201e6c1003pd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/Default.aspx?ref=OANA000020080420e44l0015r&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=BBCMEP0020101201e6c1003pd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/Default.aspx?ref=OANA000020080420e44l0015r&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",600000,USD,0.95,1,"631,579",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-28 16:43,,"Saleh Ali Ba Sura, Yemeni Minister of Higher Education and Scientific Research ; Abdul Aziz Jassim al-Buainain, Qatari ambassador to Yemen ",1
33911,Qatar,ROTA builds two community schools in Afghanistan,2011,FALSE,"In 2012, Qatar's Reach out to Asia (ROTA) foundation inaugurated two community schools in the Khost Province of Afghanistan. The schools will serve 344 primary and secondary school students.",110,Education,,Completion,3,Grant (Vague),Afghanistan,"https://global.factiva.com/aa/?ref=ATISFN0020120504e8530005s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.qatar-tribune.com/data/20120502/content.asp?section=nation2_1, Media Report, including Wikileaks; http://www.ameinfo.com/blog/company-news/q/qatar-foundation/two-new-rota-community-schools-inaugurated-in-afghanistan/, Media Report, including Wikileaks; http://gulfnews.com/news/gulf/qatar/qatari-organisation-launches-two-community-schools-in-afghanistan-1.1018933, Media Report, including Wikileaks",4,"Reach Out to Asia (ROTA), National NGO","CARE, International NGO","Reach Out to Asia (ROTA), National NGO; CARE, International NGO",2,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ATISFN0020120504e8530005s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Afghanistan,700,625,Afghanistan,AFG,AF,4,512,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 16:50,Khost Province," Essa Al Mannai, Director (Reach Out to Asia (ROTA))",0
33035,Qatar,ROTA funds Bangladesh schools,2011,FALSE,"In 2011, Qatar's ROTA sanctioned additional funds to build up to 50 model Non-Formal Education (NFE) centres in Bangladesh. 1500 people benefited from the project, which put special focus on potable water access for attendees of the school. The rehabilitation took place over a 6-month period, ending in July 2011. ",110,Education,,Completion,3,Monetary Grant (excluding debt forgiveness),Bangladesh,"http://www.reachouttoasia.org/en/project-detail/inee-minimum-standard-project, NGO/Civil Society/Advocacy; http://thepeninsulaqatar.com/news/qatar/204682/rota-raises-funds-for-bangladesh-projects, Media Report, including Wikileaks; http://thepeninsulaqatar.com/news/qatar/203734/rota-iftar-to-raise-funds-for-bangladesh, Media Report, including Wikileaks; http://cdn.qf.com.qa/app/media/1171, Media Report, including Wikileaks",4,"Reach Out to Asia (ROTA), National NGO",,"Reach Out to Asia (ROTA), National NGO",1,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 11:25,,,1
32291,Qatar,"Qatar awards $500,000 Prize to Bangladeshi Educator for fighting poverty",2011,FALSE,"In November 2011, Qatar's Foundation's World Innovation Summit for Education (WISE) awarded a $500,000 dollar prize to Fazle Hasan Abed for his career in fighting poverty via education. Abed founded Bangladesh Rural Advancement Committee (BRAC), an education NGO. The WISE Prize is awarded annually and each recipient receives a Gold Medal and $500,000 dollars. ",110,Education,,Completion,3,Monetary Grant (excluding debt forgiveness),Bangladesh,"https://global.factiva.com/aa/?ref=AFPR000020111102e7b20059s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://dohanews.co/qatar-foundations-world-innovation-summit-for/, Media Report, including Wikileaks",2,"Qatar Foundation for Education, Science, and Community Development",,"Qatar Foundation for Education, Science, and Community Development",1,,,Check,0,OOF-like,3,Representational,3,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020111102e7b20059s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000,USD,0.98,1,"510,204",,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 15:31,Fazle Hasan Abed,"Fazle Hasan Abed, Prize recipient, founder of Bangladesh Rural Advancement Committee ",0
33262,Qatar,Qatar Charity constructs multi-service complex in Bangladesh,2011,TRUE,"In 2011 Qatar Charity completed a project in Bangladesh that was a multi-services complex costing 600,000 QR. Further information is unavailable. ",160,Other Social infrastructure and services,,Completion,3,Grant (Vague),Bangladesh,"http://www.charity-charities.org/news.php?artid=1522286, Media Report, including Wikileaks; http://www.qatar-tribune.com/data/20120331/content.asp?section=Nation3_1, Media Report, including Wikileaks",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Checked,1,ODA-like,2,Development,1,Active,1,,600000,QAR,0.98,3.65,"167,738",,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 15:59,,,1
32293,Qatar,Qatar grants 500 million USD to Egypt for Budgetary Support,2011,FALSE,In October 2011 Qatar provided a grant of $500 million to Egypt for budgetary support. It is unclear what activities were funded with Qatar's donation. ,510,General Budget Support,,Completion,3,Monetary Grant (excluding debt forgiveness),Egypt,"https://global.factiva.com/aa/?ref=DSTAR00020111009e7aa0000c&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=TRENDE0020111021e7al000ji&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=APSD000020120124e81n00002&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020111011e7ab00042&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; http://financialtrade.info/egypt-will-not-need-of-a-loan-from-world-bank-and-imf/, Media Report, including Wikileaks; http://www.mcclatchydc.com/2011/06/29/116747/egypt-rejection-of-us-aid-a-sign.html, Media Report, including Wikileaks; http://middleeastprogress.org/2011/08/the-gcc-how-much-for-stability/, Media Report, including Wikileaks; https://wikileaks.org/gifiles/docs/40/4034151_egypt-qatar-egypt-has-received-500-million-qatar-grant.html, Media Report, including Wikileaks",8,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=DSTAR00020111009e7aa0000c&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=TRENDE0020111021e7al000ji&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=APSD000020120124e81n00002&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020111011e7ab00042&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks","500,000,000",USD,0.98,1,"510,204,082",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 14:17,,"Momtaz Said, Deputy Minister of Finance ; Hazem el-Beblawi, Finance Minister ; Khalid bin Mohamed al-Attiyah, Qatar's Minister of State for International Cooperation ",0
33125,Qatar,Qatar offers financial grant to boost literacy programmes in Iraq,2011,FALSE,In 2011 Qatar offered a 6 million USD financial grant to boost literacy programs in Iraq. The money will be spent on opening centers that fight illiteracy under supervision of the United Nations. ,110,Education,literacy programs,Pipeline: Pledge,12,Monetary Grant (excluding debt forgiveness),Iraq,"https://global.factiva.com/aa/?ref=BBCMEP0020110608e76800001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://memrieconomicblog.org/bin/content.cgi?news=4669, Social Media, including Unofficial Blogs",2,,"Ministry of Education, Government Agency",,,"Ministry of Education, Government Agency",1,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020110608e76800001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",6000000,USD,0.98,1,"6,122,449",,,,,1,Iraq,645,543,Iraq,IRQ,IQ,368,433,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 16:56,,,0
32334,Qatar,Qatar inaugurates medical center in Pakistan,2011,FALSE,"In 2012, Qatar's consul to Pakistan inaugurated a women's hospital at Thatha and a medical laboratory in Sindh Province. ",120,Health,Women's Hospital at Ththa Hospital in and medical laboratory,Completion,3,Grant (Vague),Pakistan,"https://global.factiva.com/aa/?ref=OANA000020110317e73h001bb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Suspicious,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=OANA000020110317e73h001bb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 15:27,Sindh province,"Ahmed Saghir, Sindh province Provincial Health Minister ; Rashid bin Abdurrahman Al Nuaimi, Qatar's General Consul to Pakistan ",0
32327,Qatar,"Qatar royal family builds 1,100 homes for Pakistan flood victims",2011,FALSE,"In 2011, a Prince Dr Muhammad Ibrahimul Taha donated 656 houses to flood victims in Kot Addu, Pakistan. The houses are for those displaced by the flood. According to details, the Al-Farqan Trust, a NGO, funded by the royal family of Qatar, constructed 1,100 houses for the flood-hit people in different areas of Pakistan. It is unclear whether the construction of the other 444 houses was funded by the Qatari royal family or where the other houses are located.",700,Emergency Response,Pakistan flood relief,Completion,3,In-kind Grant (Goods or Services),Pakistan,"https://global.factiva.com/aa/?ref=PMPLUN0020110404e743000el&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://old.thenews.com.pk/03-04-2011/ethenews/e-39677.htm, Media Report, including Wikileaks",2,,,,,,,Check,0,Vague (Official Finance),5,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PMPLUN0020110404e743000el&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 15:20,Kot Addu,"Prince Dr Muhammad Ibrahimul Taha , ; Ahmed Ali Aulakh, Pakistan Provincial Minister for Agriculture ",0
32295-2,Qatar,Qatari philanthropy aids Pakistan flood victims,2011,FALSE,"On October 13, 2010 Sheikh Ali Bin Abdullah Bin Thani Al Thani's philanthropist organization in Qatar announced 30 million USD for rebuilding infrastructure and 100 million USD to follow the next year as part of relief efforts for flood stricken areas of Pakistan. The announcement was made to President Asif ali Zardari following a meeting with a Qatari delegation, during which President Zardari requested assitance with rebuilding. ",700,Emergency Response,,Pipeline: Pledge,12,Monetary Grant (excluding debt forgiveness),Pakistan,"https://global.factiva.com/aa/?ref=NBFSTA0020101014e6ac0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PAKOFN0020101014e6ad00004&pp=1&fcpil=en&napc=S&sa_from=, Government Source (Donor/Recipient); http://www.pid.gov.pk/press13-10-2010.htm, Government Source (Donor/Recipient)",3,"Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency",,Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF),1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=NBFSTA0020101014e6ac0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PAKOFN0020101014e6ad00004&pp=1&fcpil=en&napc=S&sa_from=, Government Source (Donor/Recipient)",130000000,USD,0.98,1,"132,653,061",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 10:53,,"Farhatullah Babar, Spokesperson to President of Qatar ",0
33315,Qatar,Qatar Charity Aids Somalia Water Project by Providing 5 Vehicles for Drilling Wells,2011,FALSE,"On Oct. 16, 2011, Mohamed Ali al-Ghamdi, director of Asia programs for Qatar Charity (QC), announced that QC will provide five vehicles for drilling wells in Somalia. The project has been organized in conjunction with the Organisation of Islamic Co-operation to help alleviate problems associated with drought in the Horn of Africa which has led to thousands of deaths. The plan came about following Qatar Charity's participation in the OIC's 'Water for Life in Somalia' conference, which was held in Cairo earlier this month. ",140,Water Supply and Sanitation,,Pipeline: Pledge,12,In-kind Grant (Goods or Services),Somalia,"http://codkamuqdisho.com/view.php?id=505, Media Report, including Wikileaks; http://www.qcharity.com/en/index.php?option=com_content&view=article&id=98:qc-establishes-7-relief-projects-in-somalia-benefiting-20-thousand-displaced-families&catid=1:news&Itemid=50, Government Source (Donor/Recipient)",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 12:51,,"Mohamed Ali al-Ghamdi, Executive Director of Local Development ; Jamal Blackie, Director of Asia Programme ",0
32599,Qatar,Qatar Charity supports Somalia water projects,2011,FALSE,"Following the OIC's 2011 'Water for Life in Somalia' conference in Cairo, Qatar Charity said it would provide 5 vehicles for the drilling of water wells in Somalia. Confirmation of the provision of the vehicles as well as their financial worth could not be found. ",140,Water Supply and Sanitation,,Pipeline: Vague,13,In-kind Grant (Goods or Services),Somalia,"https://global.factiva.com/aa/?ref=MENREP0020111030e7ai000di&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.qatar-tribune.com/data/20111016/content.asp?section=nation3_5, Media Report, including Wikileaks",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=MENREP0020111030e7ai000di&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 14:57,,,0
32600,Qatar,Qatar's RAF sends aid to Somalia,2011,FALSE,"In September 2011, a ship belonging to Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF) and carrying humanitarian aid to the affected people in Somalia and the Horn of Africa has sailed from the port of Mombasa, Kenya, heading towards the port of Mogadishu. An RAF delegation headed by RAF's Director General Ayed Al Qahtani was waiting in Mogadishu to receive the ship and distribute the aid assistance to the needy people there. Faraj Saleh Al Marri, vice head of Disaster Preparedness and Response at Projects Department, said the ship had already set sail towards Somali territories after it was delayed one day due to weather condition, adding that the ship was loaded with 3,000 tons of food and medicines.",700,Emergency Response,,Completion,3,In-kind Grant (Goods or Services),Somalia,"https://global.factiva.com/aa/?ref=OANA000020110903e7930002w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.raf-thani.com/index.php?group=view&rid=816&SLANG=E, NGO/Civil Society/Advocacy",2,"Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency",,"Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=OANA000020110903e7930002w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 14:53,Mogadishu,"Faraj Saleh Al Marri, VIce head of Disaster Preparedness and Response (Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF))",0
33316,Qatar,"Qatar donates 400,000 USD for famine in Somalia",2011,FALSE,"The Qatar 2022 Supreme Committee donated $400,000 to famine victims in Somalia from the proceeds of last month's international friendly between Brazil and Egypt in Doha. On the first anniversary of Qatar being awarded the FIFA World Cup, the Supreme Committee, which will organize the first finals in the Middle East, joined the Qatar Charity to ensure the funds reach the starving people in Somalia.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Monetary Grant (excluding debt forgiveness),Somalia,"http://www.dohastadiumplusqatar.com/400000-donated-victims-famine-somalia/, Media Report, including Wikileaks; http://www.bbc.com/sport/0/football/16075485, Media Report, including Wikileaks; http://www.reuters.com/article/2011/12/03/us-soccer-qatar-somalia-idUSTRE7B20PT20111203, Media Report, including Wikileaks; http://www.fifa.com/worldcup/qatar2022/media/newsid=1552120/, Media Report, including Wikileaks",4,"Qatar 2022 Supreme Committee, Government Agency","Qatar Charity, National NGO","Qatar 2022 Supreme Committee, Government Agency; Qatar Charity, National NGO",2,,,Checked,1,ODA-like,2,Development,1,Active,1,,400000,USD,0.98,1,"408,163",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 12:58,,,1
